username,date,retweets,favorites,text,geo,mentions,hashtags,id,;permalink,,,,,,
sitcancer,4/18/2018 12:18,1,2,"A team from SITC is attending the American Association for Cancer Research's (AACR) 2018 Annual Meeting and is highlighting presented research of interest for our members. To view Tuesday’s recap, visit: http://www.sitcancer.org/aboutsitc/media-room/meeting-highlights/2018/aacr/day-3 … # AACR18",,,#,9.8664E+17,https://twitter.com/sitcancer/status/986640047855296513,,,,,,
Oncoceutics,4/18/2018 12:18,0,2,Rohinton Tarapore presenting our poster Clinical Immunostimulatory Activity of Imipridone # ONC201," a Selective DRD2 Antagonist in Advanced Solid Tumor Patients"" at # AACR18 pic.twitter.com/dN87Oeq63y""",,,# #,9.8664E+17,https://twitter.com/Oncoceutics/status/986640034127405057,,,,,
SCLCSupport,4/18/2018 12:17,0,1,The latest The SCLC Support Community: News Round-Up! https://paper.li/SCLCSupport/1392488257?edition_id=0c80c750-4324-11e8-8c5b-0cc47a0d1609 … Thanks to @ TheALCF # lungcancer # aacr18,,@,# #,9.8664E+17,https://twitter.com/SCLCSupport/status/986639985506910210,,,,,,
SitemanCenter,4/18/2018 12:17,2,7,"This # AACR18 scene can mean only one thing: sadly, the annual meeting is ending. Our heartfelt thanks to @ AACR, our inspiring @ WUSTLmed researchers/physicians, & colleagues from around the globe. Caring for cancer patients is a team effort, and we’re proud to stand alongside you.pic.twitter.com/yBEemn0QKn",,@ @,#,9.8664E+17,https://twitter.com/SitemanCenter/status/986639898533945344,,,,,,
mjsikora,4/18/2018 12:17,0,8,"I can't even. Taking pictures of slides is out of hand, I just watched the whole room take pictures of the speaker's disclosure slide. # AACR18 pic.twitter.com/uXkVxFns1o",,,#,9.8664E+17,https://twitter.com/mjsikora/status/986639892661915648,,,,,,
EpigenomeHacker,4/18/2018 12:17,0,3,The latest The Gene! https://paper.li/EpigenomeHacker/1448381814?edition_id=f7a2fb50-4323-11e8-8104-002590a5ba2d … # aacr18 # machinelearning,,,# #,9.8664E+17,https://twitter.com/EpigenomeHacker/status/986639830661681160,,,,,,
mtmdphd,4/18/2018 12:17,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - # crcsmpic.twitter.com/n42JJ7gybj – bei McCormick Place West Building,,,# # # # #,9.8664E+17,https://twitter.com/mtmdphd/status/986639792275361793,,,,,,
BrJCancer,4/18/2018 12:15,0,0,"Ping-Chih Ho: The mitochondrial gene UCP2 causes large metabolic changes, and can augment DC and CD8+ T cell infiltration to the TME. # AACR2018",,,#,9.86639E+17,https://twitter.com/BrJCancer/status/986639437198168064,,,,,,
mtmdphd,4/18/2018 12:15,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - mouse to human phase 1pic.twitter.com/Ujp8kGfgzf,,,# # # #,9.86639E+17,https://twitter.com/mtmdphd/status/986639392549765120,,,,,,
CRUKresearch,4/18/2018 12:15,3,2,"Jacqui Shields finds that her 3 CAF clusters exhibit unique functional signatures: immune, matrix remodelling, actin cytoskeleton. -SD # AACR18",,,#,9.86639E+17,https://twitter.com/CRUKresearch/status/986639386786877445,,,,,,
WesternBlotting,4/18/2018 12:15,0,0,We got DiGits! Stop by LI-COR Booth 920 and see the C-DiGit and D-DiGit Scanners. And register to win a Smart Watch. # AACR18,,,#,9.86639E+17,https://twitter.com/WesternBlotting/status/986639354645839872,,,,,,
LolaRahib,4/18/2018 12:15,3,5,And now for the ‘kiss of death’ talk! # AACR18 pic.twitter.com/kAx3AMWzxk,,,#,9.86639E+17,https://twitter.com/LolaRahib/status/986639313294254080,,,,,,
CWRUSOM,4/18/2018 12:15,0,4,Closing out # aacr18 with a few more awesome posters from @ caseccc & @ CWRUSOM! Be sure to stop by exhibit hall A before you head out of town today! # cancerresearchpic.twitter.com/ExO7LdFu9b,,@ @,# #,9.86639E+17,https://twitter.com/CWRUSOM/status/986639304473661450,,,,,,
CRUKresearch,4/18/2018 12:14,1,2,Jacqui Shields finds that CAFs delineate into 3 clusters. Results confirm no universal markers but can use combinations. -SD # AACR18,,,#,9.86639E+17,https://twitter.com/CRUKresearch/status/986639044670119936,,,,,,
DaleYuzuki,4/18/2018 12:13,0,0,"Shields: # AACR18 Shows progression of CD8 T-cell expansion from naive, to active, to exhausted over time. 309 CAFs over time points: 3 clust",,,#,9.86639E+17,https://twitter.com/DaleYuzuki/status/986638945281855493,,,,,,
LolaRahib,4/18/2018 12:13,0,0,Great presentation by Michael Vansaun on CDK4i +MEKi in # PancreaticCancer # invivo # AACR18,,,# # #,9.86639E+17,https://twitter.com/LolaRahib/status/986638924092239872,,,,,,
PRwalshNI,4/18/2018 12:13,0,1,Great to see this Matt. Thanks! You too Stephanie!,,,,9.86639E+17,https://twitter.com/PRwalshNI/status/986638920262746112,,,,,,
mtmdphd,4/18/2018 12:13,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention -pic.twitter.com/pKvF1JIAuI,,,# # # #,9.86639E+17,https://twitter.com/mtmdphd/status/986638869243318272,,,,,,
TheLancetOncol,4/18/2018 12:13,3,2,"2/2 Dr Lathan: # AACR18 # policy Dr Lathan: Structural inequality is the main issue driving disparities in health care in the # USA, and the effect of # race can’t be addressed without talking about # racism",,,# # # # #,9.86639E+17,https://twitter.com/TheLancetOncol/status/986638796631543808,,,,,,
ShannonWestin,4/18/2018 12:13,1,1,# thats bias. Completely unacceptable. # AACR18 had childcare this year!! @ AACR https://twitter.com/feminemtweets/status/986605528049700865 …,,@,# #,9.86639E+17,https://twitter.com/ShannonWestin/status/986638791225077761,,,,,,
CRUKresearch,4/18/2018 12:12,0,0,Jacqui Shields finds spatial and temporal immune cell heterogeneity. CD4 T cells initially cluster by site but differences decrease with time. -SD # AACR18,,,#,9.86639E+17,https://twitter.com/CRUKresearch/status/986638560802623489,,,,,,
mtmdphd,4/18/2018 12:12,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - breast cancer stem cellspic.twitter.com/p8AKFGd7Uj,,,# # # #,9.86639E+17,https://twitter.com/mtmdphd/status/986638525377458176,,,,,,
mtmdphd,4/18/2018 12:11,1,1,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - Th2 epitomes inhibit the anti-tumor effect of Th1pic.twitter.com/Hpc3BO7AQ0,,,# # # #,9.86638E+17,https://twitter.com/mtmdphd/status/986638344032579585,,,,,,
DaleYuzuki,4/18/2018 12:10,0,0,"Shields: # AACR18 Remove tumor cells (mCherry+), narrow immune populations. Shows immune cell subpopulations; also by site, and over time",,,#,9.86638E+17,https://twitter.com/DaleYuzuki/status/986638161852928001,,,,,,
matthew_hobbs,4/18/2018 12:10,1,1,"statisticians at # aacr18 or looking forward to # asco18 and waiting to see if next results from STAMPEDE will change practice and increase life expectancy again? Why not join the team running the stats on those trials: find out first, make a difference http://www.jobs.ac.uk/job/BIG260/research-fellow-statistician/ …",,,# #,9.86638E+17,https://twitter.com/matthew_hobbs/status/986638111085088769,,,,,,
Aiims1742,4/18/2018 12:10,14,23,The @ GrailBio abstract on cell free DNA & methylation based biomarkers for early cancer Dx presented at # AACR18 http://www.abstractsonline.com/pp8/#!/4562/presentation/10970 … (Including a couple of heavy hitters @ CharlesSwanton @ cncurtis) And @ jocelynkaiser write up in @ sciencemagazinehttp://www.sciencemag.org/news/2018/04/blood-test-shows-promise-spotting-early-cancers …,,@ @ @ @ @,# #,9.86638E+17,https://twitter.com/Aiims1742/status/986638107800948736,,,,,,
CRUKresearch,4/18/2018 12:10,1,0,Jacqui Shields uses single cellRNA seq to explore heterogeneity in CAF populations. Uses a mouse model which allows her to address the issue at different time points in tumour development. -SD # AACR18,,,#,9.86638E+17,https://twitter.com/CRUKresearch/status/986638076855365633,,,,,,
PLOSONE,4/18/2018 12:09,1,7,"Very exciting talk by # HHMI Investigator Chuan He, whose seminal discovery that RNA modifications can be reversed, pioneered the field of # epitranscriptomics, on the role of RNA methylation in # cancer at # AACR18! @ UCCancerCenterpic.twitter.com/Q9ytSb2TfN",,@,# # # #,9.86638E+17,https://twitter.com/PLOSONE/status/986637955711238144,,,,,,
DaleYuzuki,4/18/2018 12:09,0,0,"Shields: # AACR18 Thus scRNASeq; explore CAF heterogeneity in tumor microenv. Subcut inj of B16 melanoma, 3 time points",,,#,9.86638E+17,https://twitter.com/DaleYuzuki/status/986637949885394944,,,,,,
TheLancetOncol,4/18/2018 12:09,4,4,1/2 # AACR18 # policy Dr Lathan: Equal treatment for most # cancer types results in similar outcomes by race - why are researches looking for biological and socio-economic reasons to explain the # survival # gap?,,,# # # # #,9.86638E+17,https://twitter.com/TheLancetOncol/status/986637942054703109,,,,,,
DaleYuzuki,4/18/2018 12:08,0,0,Shields: # AACR18 Feig et al and Ozdemier et al had different results. Depleting CAFs decr / incr tumor growth? http://ow.ly/7fXq30jyzjL,,,#,9.86638E+17,https://twitter.com/DaleYuzuki/status/986637724395495425,,,,,,
ourbrainbank,4/18/2018 12:08,1,2,"Cheers, all, @ adamhayden back in the saddle w tweets # OBB100. I attended # AACR18 in Chicago this wk. Huge enthusiasm for our App & patient reported outcome data! Follow the hashtag, scroll the conference feed, & tweet me w your thoughts & questions!",,@,# #,9.86638E+17,https://twitter.com/ourbrainbank/status/986637513388380161,,,,,,
mtmdphd,4/18/2018 12:08,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention -pic.twitter.com/YqeMN1r5kg,,,# # # #,9.86638E+17,https://twitter.com/mtmdphd/status/986637507625447424,,,,,,
Hackow,4/18/2018 12:07,1,1,The Michael Hack's Weekly wurde soeben publiziert! https://paper.li/Hackow/1343232463?edition_id=a7202190-4322-11e8-8c5b-0cc47a0d1609 … # aacr18 # westworld,,,# #,9.86637E+17,https://twitter.com/Hackow/status/986637465669783555,,,,,,
DaleYuzuki,4/18/2018 12:07,0,0,Shields: # AACR18 Not universal CAF marker (carcinoma assoc'd fibroblast). They are hetergeneous population of cells. What roles?,,,#,9.86637E+17,https://twitter.com/DaleYuzuki/status/986637429015826432,,,,,,
carlotarp_,4/18/2018 12:07,18,37,Our project @ DavidTamborero on the identification of three scenarios of immune infiltration and evasion yesterday presented at # ECTB2018 is out now at CCR journal from @ aacr http://clincancerres.aacrjournals.org/content/early/2018/04/17/1078-0432.CCR-17-3509 … ! Happy to see completed the last piece of my thesis at @ bbglab pic.twitter.com/5AD1FCvexM,,@ @ @,#,9.86637E+17,https://twitter.com/carlotarp_/status/986637316142837765,,,,,,
mtmdphd,4/18/2018 12:07,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - Ag recognition & T cell phenotypepic.twitter.com/pTlxi8tOrW,,,# # # #,9.86637E+17,https://twitter.com/mtmdphd/status/986637304591765507,,,,,,
MaverickNY,4/18/2018 12:07,1,0,Brentjens: check out Pegram et al work in 2012 (blood) # aacr18 pic.twitter.com/84AlHv3WRs,,,#,9.86637E+17,https://twitter.com/MaverickNY/status/986637272547241985,,,,,,
NDRI_Resource,4/18/2018 12:06,0,1,Today is our final day at # AACR18. Don't miss your chance to speak to our experts about your research needs! # NDRI # Booth2645 # EmpoweringResearchAndDiscovery # CancerResearch # Chicagopic.twitter.com/BWu3QQHaDr,,,# # # # # #,9.86637E+17,https://twitter.com/NDRI_Resource/status/986637203530043393,,,,,,
CRUKresearch,4/18/2018 12:06,0,0,Jacqui Shields says that CAFs modulate direct interactions with T cells. Also affect recruitment of other immune cells such as neutrophils. -SD # AACR18,,,#,9.86637E+17,https://twitter.com/CRUKresearch/status/986637152619556864,,,,,,
DaleYuzuki,4/18/2018 12:06,0,0,Shields: # AACR18 Lymphatic biology: podoplanin in tumor stroma related to poor prognosis. Immune cell direct interact. Fibroblast role?,,,#,9.86637E+17,https://twitter.com/DaleYuzuki/status/986637109099409408,,,,,,
mtmdphd,4/18/2018 12:06,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention - TNBC # bcsmpic.twitter.com/jCFvLeQIfU,,,# # # # #,9.86637E+17,https://twitter.com/mtmdphd/status/986637100731822080,,,,,,
EladSharonMD,4/18/2018 12:06,4,5,"This will be an awesome session! We got a preview @ theNCI last Friday for our @ NCIResearchCtr # GrandRounds! If you are fortunate to still be @ AACR annual meeting, you should see it LIVE! Or by webcast later if you already had to leave... https://twitter.com/NCIResearchCtr/status/986635768180469760 …",,@ @ @,#,9.86637E+17,https://twitter.com/EladSharonMD/status/986637017130962944,,,,,,
DrRamiMorsi,4/18/2018 12:06,2,4,Poster presentation on # tumor # cell # signalling in # prostate # cancer at # AACR # AACR18 pic.twitter.com/g09CzQEHxh,,,# # # # # # #,9.86637E+17,https://twitter.com/DrRamiMorsi/status/986636980732792834,,,,,,
MaverickNY,4/18/2018 12:05,1,1,Brentjens: effect on Tregs? # aacr18 pic.twitter.com/KtQWPxfeNf,,,#,9.86637E+17,https://twitter.com/MaverickNY/status/986636951225819137,,,,,,
watzanlabs,4/18/2018 12:05,1,1,"Say you market one of a handful of great # ImmunoOncology products. And, it’s # AACR18. And, you want a little competitive intel about which one is getting the most buzz. … You’re welcome pic.twitter.com/Vz2Mm6iwR9",,,# #,9.86637E+17,https://twitter.com/watzanlabs/status/986636920083099649,,,,,,
mtmdphd,4/18/2018 12:05,0,0,# AACR18 W190 # PrecisionMedicine # caprev # ImmunoOnc - Disis - Vaccines targeting oncogenes proteins for cancer prevention -pic.twitter.com/zR3uaHOY0A,,,# # # #,9.86637E+17,https://twitter.com/mtmdphd/status/986636871114674176,,,,,,
CellPressNews,4/18/2018 12:05,2,1,Emerging concepts for immune checkpoint blockade-based combination therapies @ Cancer_Cell # AACR18 http://bit.ly/2qGwVxP,,@,#,9.86637E+17,https://twitter.com/CellPressNews/status/986636745046454272,,,,,,
NovartisScience,4/18/2018 12:04,3,17,Collaborative science underpins our pursuit of new # cancer therapies. Read our President @ JayBradner’s vision for next-gen # cancerresearch # AACR18 https://www.linkedin.com/pulse/has-biopharma-over-invested-cancer-rd-jay-bradner/ …,,@,# # #,9.86637E+17,https://twitter.com/NovartisScience/status/986636718211321858,,,,,,
MaverickNY,4/18/2018 12:04,1,1,Brentjens: IL-12 secreting CAR # aacr18 pic.twitter.com/Bqq9Ll5fxV,,,#,9.86637E+17,https://twitter.com/MaverickNY/status/986636709759680513,,,,,,
CRUKresearch,4/18/2018 12:04,0,1,"Jacqui Shields now talking about how her team uses single cell genomics to look at the microenvironment, specifically the stromal component. -SD # AACR18",,,#,9.86637E+17,https://twitter.com/CRUKresearch/status/986636641371553792,,,,,,
krebs_matt,4/18/2018 12:04,3,6,Synlogic engineers E. coli to treat solid tumors. ...Combining intratumoral SYN-Kyn or SYN-Ade with an intraperitoneal combination of anti-PD-1 and CTLA4; CD152 further decreased tumor growth and increased survival... # AACR18 @ BioCenturyhttps://www.biocentury.com/bc-extra/preclinical-news/2018-04-16/synlogic-engineers-e-coli-treat-solid-tumors …,,@,#,9.86637E+17,https://twitter.com/krebs_matt/status/986636539999350785,,,,,,
MaverickNY,4/18/2018 12:04,1,3,Brentjens: would adding IL-12 to CAR help while avoiding severe side effects? # aacr18 pic.twitter.com/TTkRAk8fNA,,,#,9.86637E+17,https://twitter.com/MaverickNY/status/986636536736305153,,,,,,
CellPressNews,4/18/2018 12:04,4,8,What are you doing from the flight home from # AACR18? How about a coloring book? Pick up yours from Cell Press booth 1331 now - copies are limited! pic.twitter.com/yB3eYCGnKT,,,#,9.86637E+17,https://twitter.com/CellPressNews/status/986636507615322112,,,,,,
DaleYuzuki,4/18/2018 12:03,0,0,"Shields: # AACR18 Growth factors, angiogenesis, lymphangiogenesis, invasion and metastasis, ECM remodeling. Recent: immune infiltration",,,#,9.86636E+17,https://twitter.com/DaleYuzuki/status/986636358730043392,,,,,,
PanCAN,4/18/2018 12:03,2,4,"Kian-Huat Lim. MD, PhD @ WUSTLmed and Michael N. Vansaun, PhD, @ umiamimedicine speaking at our @ PanCAN @ AACR discussion/networking session on leading-edge translational research featuring # pancreaticcancer research grantees # AACR18 http://www.abstractsonline.com/pp8/#!/4562/session/893 … # PANCawarepic.twitter.com/qtWc9ASKdX",,@ @ @ @,# # # #,9.86636E+17,https://twitter.com/PanCAN/status/986636328363212800,,,,,,
MaverickNY,4/18/2018 12:03,2,4,What would these new armoured CARs look like? # aacr18 pic.twitter.com/MNBAmQzMnv,,,#,9.86636E+17,https://twitter.com/MaverickNY/status/986636241398652928,,,,,,
LillianErdahlMD,4/18/2018 12:02,4,5,Important to address disparities in outcomes for breast cancer treatment # bcsm # AACR18 via @ ESchattnerhttps://twitter.com/eschattner/status/986634620157464576 …,,@,# #,9.86636E+17,https://twitter.com/LillianErdahlMD/status/986636187199856641,,,,,,
mtmdphd,4/18/2018 12:02,0,0,# AACR18 W190 # PrecisionMedicine # caprev - E. Szabo @ theNCI - Early phase precision prevention clinical trials - need to understand the biology in carcinogenesis & innovative trial designspic.twitter.com/RxTuvAz88i,,@,# # #,9.86636E+17,https://twitter.com/mtmdphd/status/986636143604240385,,,,,,
dtw13,4/18/2018 12:02,1,4,"@ DanaFarber congratulates the # AACR18 team for a great conference. From registration at the airport to the improved layout of the exhibit hall, you’ve raised the bar. See you next year! pic.twitter.com/97WLCKgUK5",,@,#,9.86636E+17,https://twitter.com/dtw13/status/986636139900690432,,,,,,
DaleYuzuki,4/18/2018 12:02,0,0,"Shields: The tumor microenv - blood vessels, lymph vessels, macrophages, fibroblasts, neutrophils, lymphocyte, extracell matrix # AACR18",,,#,9.86636E+17,https://twitter.com/DaleYuzuki/status/986636128949342208,,,,,,
